ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,Year,Higher Odds win,Spaces
12,San Jose,SAP Open,2/8/2011,ATP250,Indoor,Hard,1st Round,3,Dabul B.,Falla A.,106,120,6,4,6,3,,,,,,,2,0,Completed,2.37,1.53,2011,FALSE,
12,San Jose,SAP Open,2/8/2011,ATP250,Indoor,Hard,1st Round,3,Berankis R.,Becker B.,74,57,6,3,7,6,,,,,,,2,0,Completed,1.61,2.2,2011,TRUE,
12,San Jose,SAP Open,2/8/2011,ATP250,Indoor,Hard,1st Round,3,Raonic M.,Malisse X.,84,45,6,3,6,4,,,,,,,2,0,Completed,2.2,1.61,2011,FALSE,
12,San Jose,SAP Open,2/9/2011,ATP250,Indoor,Hard,1st Round,3,Nishikori K.,Hajek J.,72,104,6,1,7,6,,,,,,,2,0,Completed,1.11,6,2011,TRUE,
12,San Jose,SAP Open,2/9/2011,ATP250,Indoor,Hard,1st Round,3,Lacko L.,Querrey S.,113,17,7,6,6,3,,,,,,,2,0,Completed,3,1.36,2011,FALSE,
12,San Jose,SAP Open,2/9/2011,ATP250,Indoor,Hard,1st Round,3,Martin Del Potro J.,Gabashvili T.,484,76,6,3,6,2,,,,,,,2,0,Completed,1.14,5,2011,TRUE,
12,San Jose,SAP Open,2/9/2011,ATP250,Indoor,Hard,1st Round,3,Karlovic I.,Sweeting R.,122,119,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,2011,TRUE,
12,San Jose,SAP Open,2/9/2011,ATP250,Indoor,Hard,1st Round,3,Kendrick R.,Kunitsyn I.,115,97,7,5,3,6,6,4,,,,,2,1,Completed,1.66,2.1,2011,TRUE,
12,San Jose,SAP Open,2/10/2011,ATP250,Indoor,Hard,1st Round,3,Verdasco F.,Ram R.,9,207,6,3,6,2,,,,,,,2,0,Completed,1.06,8,2011,TRUE,
12,San Jose,SAP Open,2/10/2011,ATP250,Indoor,Hard,1st Round,3,Monfils G.,Klahn B.,12,792,6,3,6,2,,,,,,,2,0,Completed,1.03,11,2011,TRUE,
12,San Jose,SAP Open,2/9/2011,ATP250,Indoor,Hard,2nd Round,3,Berankis R.,Young D.,74,146,6,4,5,7,7,5,,,,,2,1,Completed,1.36,3,2011,TRUE,
12,San Jose,SAP Open,2/10/2011,ATP250,Indoor,Hard,2nd Round,3,Raonic M.,Blake J.,84,170,6,2,7,6,,,,,,,2,0,Completed,1.36,3,2011,TRUE,
12,San Jose,SAP Open,2/10/2011,ATP250,Indoor,Hard,2nd Round,3,Istomin D.,Russell M.,49,102,7,6,7,6,,,,,,,2,0,Completed,1.66,2.1,2011,TRUE,
